"Dealer","Industry","State"
"Infolab, Inc.P.O. Box 20047 Greensboro, NC 27406USA","Dealer Type: Lab Supply Phone: 336-272-2874 Fax: 662-627-9800","North Carolina"
"Infolab, Inc.P.O. Box 2050 Ft. Oglethorpe, GA 30742USA","Dealer Type: Lab Supply Phone: 706-861-5046 Fax: 662-627-9800","Georgia"
"Infolab, Inc.P.O. Box 770837 Ocala, FL 34477USA","Dealer Type: Lab Supply Phone: 352-237-9654 Fax: 662-627-9800","Florida"
"Int'l Rubber Distributors, Inc 6440 Norwalk Road, Unit O Medina, OH 44256USA","Dealer Type: Industrial Supply","Ohio"
"Interlab Supply  4200 Research Forest Drive Suite 150 The Woodlands, TX 77381USA","Dealer Type: Industrial Supply Phone: 281-298-9410 Fax: 281-298-9411 Email Address: polyseed@polyseed.com Website: www.polyseed.com","Texas"
"J & H Berge, Inc. 4111 South Clinton Avenue South Plainfeld, NJ 07080USA","Dealer Type: Lab Supply Phone: 908-561-1234 Fax: 908-561-3002 Email Address: Sales@labmartexpress.com Website: www.labmartexpress.com","New Jersey"
"J.H. Young Company Inc.  8 Symington Place Rochester, NY 14611USA","Dealer Type: Exporter Phone: 585-235-7698 Fax: 585-235-7254 Email Address: sales@strongholdwax.com Website: www.strongholdwax.com","New York"
"Jade Scientific, Inc.39103 Warren Rd.,Westland, MI 48185USA","Dealer Type: Lab Supply,Medical, Healthcare, Biomedical, Food ProcessingPhone: 888-207-3775Fax: 734-207-3879Website: www.jadesci.com","Michigan"
"Jade Scientific, IncLocal Reps, Regional StockCTUSA","Dealer Type: Lab Supply,Medical, Healthcare, Biomedical, Food ProcessingPhone: 888-207-3775Website: www.jadesci.com","Connecticut"
"Jade Scientific, IncLocal Reps, Regional StockFLUSA","Dealer Type: Lab Supply,Medical, Healthcare, Biomedical, Food ProcessingPhone: 888-207-3775Website: www.jadesci.com","Florida"
"Jade Scientific, IncLocal Reps, Regional StockGAUSA","Dealer Type: Lab Supply,Medical, Healthcare, Biomedical, Food ProcessingPhone: 888-207-3775Website: www.jadesci.com","Georgia"
"Jade Scientific, IncLocal Reps, Regional StockILUSA","Dealer Type: Lab Supply,Medical, Healthcare, Biomedical, Food ProcessingPhone: 888-207-3775Website: www.jadesci.com","Illinois"
"Jade Scientific, IncLocal Reps, Regional StockIN USA","Dealer Type: Lab Supply,Medical, Healthcare, Biomedical, Food ProcessingPhone: 888-207-3775Website: www.jadesci.com","Indiana"
"Jade Scientific, IncLocal Reps, Regional StockMAUSA","Dealer Type: Lab Supply,Medical, Healthcare, Biomedical, Food ProcessingPhone: 888-207-3775Website: www.jadesci.com","Massachusetts"
"Jade Scientific, IncLocal Reps, Regional StockNCUSA","Dealer Type: Lab Supply,Medical, Healthcare, Biomedical, Food ProcessingPhone: 888-207-3775Website: www.jadesci.com","North Carolina"
"Jade Scientific, IncLocal Reps, Regional StockNJUSA","Dealer Type: Lab Supply,Medical, Healthcare, Biomedical, Food ProcessingPhone: 888-207-3775Website: www.jadesci.com","New Jersey"
"Jade Scientific, IncLocal Reps, Regional StockOHUSA","Dealer Type: Lab Supply,Medical, Healthcare, Biomedical, Food ProcessingPhone: 888-207-3775Website: www.jadesci.com","Ohio"
"Jade Scientific, IncLocal Reps, Regional StockPAUSA","Dealer Type: Lab Supply,Medical, Healthcare, Biomedical, Food ProcessingPhone: 888-207-3775Website: www.jadesci.com","Pennsylvaia"
"Jade Scientific, IncLocal Reps, Regional StockSCUSA","Dealer Type: Lab Supply,Medical, Healthcare, Biomedical, Food ProcessingPhone: 888-207-3775Website: www.jadesci.com","South Carolina"
"Jade Scientific, IncLocal Reps, Regional StockWIUSA","Dealer Type: Lab Supply,Medical, Healthcare, Biomedical, Food ProcessingPhone: 888-207-3775Website: www.jadesci.com","Wisconsin"
"Janeice Products Company P.O. Box 821 Clearwater, SC 29822USA","Dealer Type: Lab Supply Phone: 803-652-3025 Fax: 803-652-3026","South Carolina"
"Joseph G. Pollard Co., Inc. 200 Atlantic Avenue New Hyde Park, NY 11040USA","Dealer Type: Lab + Environmental Supply Phone: 800-437-1146 Fax: 516-746-0852","New York"
"Krackeler Scientific, Inc.P.O. Box 1849 Albany, NY 12201USA","Dealer Type: Lab + Healthcare Supply Phone: 800-334-7725 Fax: 518-462-6011 Email Address: office@krackeler.com Website: www.krackeler.com","New York"
"Krackeler SouthEast Scientific P.O. Box 11326 Durham, NC 27703USA","Dealer Type: Lab Supply Phone: 919-572-1783 Fax: 919-806-2814 Website: www.ksesci.com","North Carolina"
"KTEC Equipment & Supplies, Inc. 1700 West Drake Drive Suite 4 Tempe, AZ 85283USA","Dealer Type: Industrial Supply Phone: 480-839-0003 Fax: 480-839-2929 Email Address: stan.pierce@ktecdirect.com Website: www.ktecdirect.com","Arizona"
"Lab Safety Supply  P.O. Box 1368 Janesville, WI 53546 USA","Dealer Type: Lab SupplyPhone: 800-356-0783Fax: 800-543-9910Website: www.labsafety.com","Wisconsin"
"Laboratory Sales & Service LLC10 County Line Rd – Suite 22Branchburg, NJ08876","Dealer Type: Lab + Industrial SupplyPhone:  908-231-1160Fax:  908-231-1168Email Address: lgodley@laboratorysales.netWebsite: www.laboratorysales.net","New Jersey"
"Labtek Inc.3890 East Paris Ave Ste 28Grand Rapids Mich 49512","Dealer Type:  Lab supplyPhone: 616 333 2369Email: sales@labtekinc.comWebsite: www.labtekinc.com","Wisconsin"
"Letco Distributors, Inc.1316 Commerce DriveNw Decatur, AL35601USA","Dealer Type: Lab + Industrial Supply Phone: 256-350-1297 Fax: 256-351-1782 Email Address: ronald.manley@letcoinc.com Website: www.letcoinc.com","Alabama"
"Macalaster Bicknell Co Of NJ P.O. Box 109 Millville, NJ 08332USA","Dealer Type: Lab Supply Phone: 856-825-3222 Fax: 856-825-3375 Email Address: info@macbicnj.com Website: www.macbicnj.com","New Jersey"
"Macalaster Bicknell Co. of CT., Inc. 181 Henry StreetP.O. Box 3257 New Haven, CT 06515USA","Dealer Type: Lab Supply Phone: 203-624-4191 Fax: 203-624-6308 Email Address: mbcoct@mbcoct.com Website: www.mbcoct.com","Connecticut"
"Mallinckrodt Baker  222 Red School Lane Phillipsburg, NJ 08865USA","Dealer Type: Lab + Industrial Supply Phone: 606-987-9329 Fax: 606-987-9615","New Jersey"
"Mass Surgical 249 High Street Holyoke, MA 01040USA","Dealer Type: Healthcare Supply Phone: 413-532-1401 Fax: 413-532-1128","Massachusetts"
"Mays Chemical Company, Inc. 5611 East 71st Street Indianapolis, IN 46250USA","Dealer Type: Industrial Supply Phone: 317-842-8722 Fax: 317-577-3735 Email Address: kristing@mayschem.com Website: www.mayschem.com","Indiana"
"Mckesson General Medical  8741 Landmark Rd Richmond, VA 23228USA","Dealer Type: Healthcare Supply Phone: 804-264-7796 Fax: 804-261-4455 Contact: https://mms.mckesson.com/contact-us","Virginia"
"McMaster Carr Supply Company P.O. Box 5516 Chicago, IL 60680USA","Dealer Type: Industrial Supply Phone: 630-834-9600 Fax: 630-834-0556","Illinois"
"Mercedes Medical, Inc. 7590 Commerce Court Sarasota, FL 34243USA","Dealer Type: Healthcare Supply Phone: 941-355-3333 Fax: 941-359-8805","Florida"
"MG Scientific, Inc. 8500 107th St. Pleasant Prairie, WI 53158USA","Dealer Type: Lab Supply Phone: 800-343-8338 Fax: 262-947-7007 Email Address:customerservice@mgscientific.com Website: www.mgscientific.com","Wisconsin"
"Midland Scientific Inc.10651 Chandler Road Suite 102La Vista, NE 68128USA","Dealer Type: Lab Supply Phone: 402-346-8352 Fax: 402-346-7694 Email Address: info@midlandsci.com Website: www.midlandsci.com","Nebraska"
"Midland Scientific, Inc  3250 Oakland Street Aurora, CO 80010USA","Dealer Type: Industrial Supply Phone: 8006455263 Website: www.midlandsci.com","Colorado"
"Midland Scientific, Inc. 4616 Kimmel DriveP.O. Box 3723 Davenport, IA 52808USA","Dealer Type: Lab Supply Phone: 563-323-1889 Fax: 563-323-0739 Email Address: iowa@midlandsci.com Website: www.midlandsci.com","Iowa"
"Midwest Scientific  280 Vance Road Valley Park, MO 63088USA","Dealer Type: Lab + Industrial Supply Phone: 314-225-9997 Fax: 314-225-9998","Missouri"
"Mohawk Hospital Equipment, Inc. 335 Columbia Street Utica, NY 13503USA","Dealer Type: Healthcare Supply Phone: 315-797-0570 Fax: 315-797-0365","New York"
"Moore Medical  389 John Downey DriveP.O. Box 1500 New Britain, CT 06050USA","Dealer Type: Medical Supply Phone: 800-234-1464 Fax: 800-944-6667 Website: www.mooremedical.com","Connecticut"
"Nasco 901 Janesville AvenueP.O. Box 901 Fort Atkinson, WI 53538USA","Dealer Type: Lab + Environmental Supply Phone: 920-563-2446 Fax: 920-563-8296 Email Address: info@enasco.com Website: www.enasco.com","Wisconsin"
"Nasco West  4825 Stoddard RoadP.O. Box 3837 Modesto, CA 95356USA","Dealer Type: Lab Supply Phone: 209-545-1600 Fax: 209-545-3670 Website: www.enasco.com","California"
"NCI7125 Northland Terrace N.Suite 100Brooklyn Park, MN 55428","Dealer Type: Lab + Medical DevicePhone: (763) 559-3354www.nciclean.com","Minnesota"
"NCL of Wisconsin, Inc.P.O. Box 8 Birnamwood, WI 54414USA","Dealer Type: Lab Supply Phone: 715-449-2673 Fax: 715-449-2454 Email Address: Sales@nclabs.com Website: www.nclabs.com","Wisconsin"
"Nelson-Jameson, Inc. 568 Grange Lane Bld, 4 Twin Falls, ID 83301USA","Dealer Type: Lab + Industrial Supply Email Address: Staff@NelsonJameson.com Website: www.nelsonjameson.com","Idaho"
"Nelson-Jameson, Inc.P.O. Box 1609 Turlock, CA 95381USA","Dealer Type: Lab + Industrial Supply Email Address: Staff@NelsonJameson.com Website: www.nelsonjameson.com","California"
"Nelson-Jameson, Inc.P.O. Box 647 Marshfield, WI 54449USA","Dealer Type: Lab + Industrial Supply Phone: 715-387-1151 Fax: 715-387-8746 Email Address: Staff@NelsonJameson.com Website: www.nelsonjameson.com","Wisconsin"
"New England Surgical Center Inc  1174 Park Avenue Cranston, RI 02910USA","Dealer Type: Healthcare Supply Phone: 401-943-9110 Fax: 401-944-0240","Rhode Island"
"Noland Company  2700 Warwick Blvd. Newport News, VA 23607USA","Dealer Type: Lab + Environmental Supply Phone: 800-554-8662 Fax: 703-634-5238","Virginia"
"Nurnberg Scientific  6310 SW Virginia Ave Portland, OR 97239USA","Dealer Type: Lab Supply Phone: 503-246-8297 Fax: 503-246-0360 Email Address: sales@nurnberg.com Website: www.nurnberg.com","Oregon"
"P.S.S.  5600 Jefferson Highway W4 Suite 150 New Orleans, LA 70123USA","Dealer Type: Healthcare Supply Phone: 504-733-0223 Fax: 504-733-4511","Louisiana"
"Park Surgical Co. Inc  5001 New Utreicht Avenue Brooklyn, NY 11219USA","Dealer Type: Healthcare Supply Phone: 718-436-9200 Fax: 718-854-2431 Email Address: parksurgical.com Website: www.parksurgical.com","New York"
"Patterson Dental Company (SC)  925 Carolina Pines Drive Suite A Blythewood, SC 29016USA","Dealer Type: Healthcare Supply Phone: 651-686-1768","South Carolina"
"Patterson Dental Supply  1835 Freedom Road LancasterPA 17601USA","Dealer Type: Healthcare Supply Phone: 651-686-1800 Fax: 651-686-9331","Pennsylvania"
"PCI Scientific Supply, Inc. 41 Plymouth Street Fairfield, NJ 07004USA","Dealer Type: Lab Supply Phone: 973-244-9002 Fax: 973-244-9448 Website: www.pciscientificsupply.com","New Jersey"
"Penn Veterinary Supply, Inc. 53 Industrial Circle LancasterPA 17601USA","Dealer Type: Veterinary Supply Phone: 717656-4121 Fax: 717-656-4644","Pennsylvania"
"Preiser Scientific, Inc. 94 Oliver Street St. Albans, WV 25177USA","Dealer Type: Lab Supply Phone: 502-636-3307 Fax: 502-635-5377 Email Address: preiser@aye.net","West Virginia"
"Production Automation Corp10018 Lower Azusa Rd bEl Monte, CA 91731USA","Dealer Type: Lab Supply, Medical, Healthcare, Biomedical, Electronics, Entertainment, Industrial, Manufacturing, TechnologyPhone: (408) 398-9822https://www.gotopac.com/","California"
"PSC Pacific Star Corporation4350 South Wayside Dr. Ste 106Larado TX, 77087USA","Dealer Type: LabPhone: 713-527-0889Email Address: support@pfstar.com","Texas"
"Research Products Int'l Corp. 410 North Business Center Drive Mount Prospect, IL 60056USA","Dealer Type: Lab Supply Phone: 847-635-7330 Fax: 847-635-1177 Email Address: service@rpicorp.com Website: www.rpicorp.com","Illinois"
"Romanoff Int'l Supply Corp. 9 Deforest Street Amityville, NY 11701USA","Dealer Type: Industrial Supply Phone: 631-842-2400 Fax: 631-842-0028","New York"
"School Specialty P.O. Box 1017 Appleton, WI 54912USA","Dealer Type: Lab Supply Phone: 419-589-1426","Wisconsin"
"Scientific Equipment Co. 15 Kent Road AstonPA 19014USA","Dealer Type: Lab Supply Phone: 610-358-2855 Fax: 610-558-1475 Email Address: info@seco.us","Pennsylvania"
"Seneca Medical, Inc. P. O. Box 12689 Knoxville, TN 37912USA","Dealer Type: Healthcare Supply Phone: 800-762-7324","Tennessee"
"Sigma Aldrich 3050 Spruce StreetP.O. Box 14508 St. Louis, MO 63103USA","Dealer Type: Lab + Pharmaceutical Supply Phone: 800-521-8956 Fax: 800-325-5052 Email Address: aldstsv@sial.com Website: www.sigma-aldrich.com","Missouri"
"Sovereign Scientific, Inc. 5050 Biscayne Blvd. 2nd Floor Miami, FL 33137USA","Dealer Type: Exporter Phone: 305-757-8000 Fax: 305-751-1002 Email Address: Willie@Sovnet.com","Florida"
"Spectrum Chemical14422 San Pedro St,Gardena, CA 9024USA","Dealer Type: Lab and Industrial SupplyPhone: (310) 516-8000Email: sales@spectrumchemical.comwebsite: www.spectrumchemical.com","California"
"SPI Supplies Div. Of Structure Probe, Inc.P.O. Box 656 West ChesterPA 19381USA","Dealer Type: Lab + Industrial Supply Phone: 610-436-5400 Fax: 610-436-5755 Website: www.2spi.com","Pennsylvania"
"TATSoul315 Cloverleaf DR Ste KBaldwin Park, CA 91706USA","Dealer Type: Tattoo SupplyPhone: 213-768-5643Email: christophero@tatsoul.com","California"
"Techni-Tool P.O. Box 1117 WorcesterPA 19490USA","Dealer Type: Industrial Supply Phone: 610-941-2400 Fax: 610-828-5623","Pennsylvania"
"Tek Products, Inc. 2435 West Industrial Blvd. P.O. Box 547 longlake, MN 55356USA","Dealer Type: Lab + Industrial Supply Phone: 952-933-4444 Fax: 952-933-4448","Minnesota"
"Texas Electrolysis Supply 16627 Sealark RD. Houston, TX 77062USA","Dealer Type: Tattoo Supply Phone: 281-486-5617 Fax: 281-486-7306 Email Address: heimlich@eu1.net Website: www.texaselectrolysissuppl.com","Texas"
"Thermal Scientific P.O. Box 314 Odessa, TX 79760USA","Dealer Type: Lab Supply Phone: 800-826-4486 Fax: 432-337-2417 Email Address:cust.service@thermalscientific.com Website: www.thermalscientific.com","Texas"
"Thomas Scientific 1654 High Hill RoadP.O. Box 99 Swedesboro, NJ 08085USA","Dealer Type: Lab + Industrial Supply Phone: 856-467-2000 Fax: 856-467-3087 Email Address: Value@thomassci.com Website: www.thomassci.com","New Jersey"
"Toney Drilling Supply, Inc. 14060 Nw 19Th Avenue Miami, FL 33054USA","Dealer Type: Lab + Industrial Supply Phone: 305-685-2453 Fax: 305-685-3932 Website: www.toneydrilling.com","Florida"
"Toney Drilling Supply, Inc. 1901 Halethorpe Avenue Baltimore, MD 21227USA","Dealer Type: Lab + Industrial Supply Phone: 410-242-1111 Fax: 410-242-4908 Website: www.toneydrilling.com","Maryland"
"Toney Drilling Supply, Inc. 3852 L. B. Mcleod Road Orlando, FL 32805USA","Dealer Type: Lab + Industrial Supply Phone: 407-423-3641 Fax: 407-649-8685 Website: www.toneydrilling.com","Florida"
"TTT Environmental Instruments and Supplies 4201 B StreetAnchorageAK  99503USA","Dealer Type: Lab Supply Phone: 907-770-9041 Fax: 907-770-9046 Email Address: info@tttenviro.com Website: www.tttenviro.com","Alaska"
"Unimax  15960-A Downey Avenue Paramount, CA 90723USA","Dealer Type: Tattoo Supply Phone: 562-529-8997 Fax: 562-529-8996","California"
"Unimax Supply  269 Canal Street 2nd floor New York, NY 10013USA","Dealer Type: Tattoo Supply Phone: 212-925-1051 Fax: 212-925-7424 Email Address: unimax@unimaxsupply.com","New York"
"Unimed Corp  21875 Grenada Ave. Lakeville, MN 55044USA","Dealer Type: healthcare, lab safety Phone: 800 347 9023 Fax: 952 469 9490 Website: www.unimedcorp.com","Minnesota"
"Unisource  8150 Nw 76Th Avenue Miami, FL 33166USA","Dealer Type: Healthcare Supply Phone: 800-483-1991 Website: www.unisourcelink.com","Florida"
"United Tattoo  2 Village Turn LevittownPA 19054USA","Dealer Type: Tattoo Supply Phone: 215-946-2853","Pennsylvania"
"USABluebook  3781 Bur Wood Drive Waukegan, IL 60085USA","Dealer Type: Lab + Environmental Supply Phone: 8005481234 Fax: 8476893030 Email Address: catalog1@usabluebook.com Website: www.usabluebook.com","Illinois"
"Vaughn Bowen Co., Inc. 1613 Monrovia Avenue Costa Mesa, CA 92627USA","Dealer Type: Lab + Industrial Supply Phone: 949-548-3988 Fax: 949-548-3799 Email Address: vbowenco@sbcyahoo.net","California"
"Voss Technologies Inc. P.O. Box 33238 San Antonio, TX 78265USA","Dealer Type: Industrial Supply Phone: 210-650-3124","Texas"
"VWR International 1050 Satelite Blvd Nw Suwanee, GA 30174USA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email; technicalproductSupportNA@vwr.com Website: us.vwr.com","Georgia"
"VWR International 1310 Goshen Parkway West Chester, PA 19380USA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Pennsylvania"
"VWR International Local Reps, Regional StockAKUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Alaska"
"VWR International Local Reps, Regional StockALUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Alabama"
"VWR International Local Reps, Regional StockARUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Arkansas"
"VWR International Local Reps, Regional StockAZUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Arizona"
"VWR International Local Reps, Regional StockCAUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","California"
"VWR International Local Reps, Regional StockDCUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000Email Address: technicalproductSupportNA@vwr.com Website: us.vwr.com","Connecticut"
"VWR International P.O. Box 259 Bridgeport, NJ 08014USA","Dealer Type: Industrial Supply Phone: 415-468-7150 Fax: 415-330-7791","New Jersey"
"VWR International P.O. Box 590 Bridgeport, NJ 08014USA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","New Jersey"
"VWR InternationalLocal Reps, Regional Stock DEUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Delaware"
"VWR InternationalLocal Reps, Regional Stock NDUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","North Dakota"
"VWR InternationalLocal Reps, Regional Stock FLUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Florida"
"VWR InternationalLocal Reps, Regional Stock HIUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Hawaii"
"VWR InternationalLocal Reps, Regional Stock IAUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Iowa"
"VWR InternationalLocal Reps, Regional Stock IDUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Idaho"
"VWR InternationalLocal Reps, Regional Stock ILUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Illinois"
"VWR InternationalLocal Reps, Regional Stock INUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Indiana"
"VWR InternationalLocal Reps, Regional Stock KSUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Indiana"
"VWR InternationalLocal Reps, Regional Stock KYUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Kentucky"
"VWR InternationalLocal Reps, Regional Stock LAUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Louisiana"
"VWR InternationalLocal Reps, Regional Stock MAUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Massachusetts"
"VWR InternationalLocal Reps, Regional Stock MDUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.comWebsite: us.vwr.com","Maryland"
"VWR InternationalLocal Reps, Regional Stock MIUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Michigan"
"VWR InternationalLocal Reps, Regional Stock MNUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Minnesota"
"VWR InternationalLocal Reps, Regional Stock MSUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Mississippi"
"VWR InternationalLocal Reps, Regional Stock MTUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Montana"
"VWR InternationalLocal Reps, Regional Stock NEUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Nebraska"
"VWR InternationalLocal Reps, Regional Stock NMUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","New Mexico"
"VWR InternationalLocal Reps, Regional Stock OHUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Ohio"
"VWR InternationalLocal Reps, Regional Stock OKUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Oklahoma"
"VWR InternationalLocal Reps, Regional Stock ORUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Oregon"
"VWR InternationalLocal Reps, Regional Stock RIUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Rhode Island"
"VWR InternationalLocal Reps, Regional Stock SDUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","South Dakota"
"VWR InternationalLocal Reps, Regional Stock TNUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Tennessee"
"VWR InternationalLocal Reps, Regional Stock TXUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Texas"
"VWR InternationalLocal Reps, Regional Stock UTUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Utah"
"VWR InternationalLocal Reps, Regional Stock VAUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Virginia"
"VWR InternationalLocal Reps, Regional Stock WAUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Washington"
"VWR InternationalLocal Reps, Regional Stock WIUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Wisconsin"
"VWR InternationalLocal Reps, Regional Stock WVUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","West Virginia"
"VWR InternationalLocal Reps, Regional StockCOUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Colorado"
"VWR InternationalLocal Reps, Regional StockMEUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Maine"
"VWR InternationalLocal Reps, Regional StockMOUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Missouri"
"VWR InternationalLocal Reps, Regional StockNCUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","North Carolina"
"VWR InternationalLocal Reps, Regional StockNHUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","New Hampshire"
"VWR InternationalLocal Reps, Regional StockNVUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Nevada"
"VWR InternationalLocal Reps, Regional StockNYUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","New York"
"VWR InternationalLocal Reps, Regional StockSCUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","South Carolina"
"VWR InternationalLocal Reps, Regional StockVTUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Vermont"
"VWR InternationalLocal Reps, Regional StockWYUSA","Dealer Type: Lab + Industrial Supply Phone: 800-932-5000 Email Addres: technicalproductSupportNA@vwr.com Website: us.vwr.com","Wyoming"
"Weber Scientific  2732 Kuser Road Hamilton, NJ 08691USA","Dealer Type: Lab + Industrial Supply Phone: 609-584-7677 Fax: 609-584-8388 Email Address: info@weberscientific.com Website: www.weberscientific.com","New Jersey"
"Wilkem Scientific P.O. Box 301 Pawtucket, RI 02862USA","Dealer Type: Lab + Industrial Supply Phone: 401-723-1840 Fax: 401-723-8760","Rhode Island"
"Wilkens Anderson  4525 West Division St Chicago, IL 60651USA","Dealer Type: Lab + Industrial Supply Phone: 800-847-2222 Website: www.wacolab.com","Illinois"
"Worldwide Janitor  3704 Cleveland Pl. Metairie, LA 70003USA","Dealer Type: Industrial Cleaning Supplies Phone: 888-252-6284 Email Address: sales@worldwidejanitor.com Website: https://worldwidejanitor.com","Louisiana"
