title,description,street,city,state,postal_code,country,lat,lng,phone,fax,email,website,description_2,marker_id,is_disabled,open_hours,countries,states,logo_name,categories,order
Airgas,,"4625 Dresser Dr",Janesville,WI,53546,"United States",42.6931432,-88.95283739999999,"(608) 754-7300",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Wisconsin,,Lab|Industrial,63
Airgas,,"6010 Mesker St ","Schofield ",WI,54476,"United States",44.9025112,-89.5576488,"(715) 359-7050",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Wisconsin,,Lab|Industrial,64
Airgas,,"5120 68th Ave",Kenosha,WI,53144,"United States",42.5894004,-87.88987499999999,"(262) 654-9178",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Wisconsin,,Lab|Industrial,65
Airgas,,"3224 Cleaveland Ave","Marinette ",WI,54143,"United States",45.0877999,-87.65354219999999,"715-732-7955 ",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Wisconsin,,Lab|Industrial,56
Airgas,,"1212 Belvidere St",Waukegan,IL,60085,"United States",42.3517958,-87.8477295,"(847) 336-7191",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Illinois,,Lab|Industrial,66
Airgas,,"2139 Holiday Dr",Dubuque,IA,52002,"United States",42.5135358,-90.7437018,"(563) 690-1560",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Iowa,,Lab|Industrial,68
Airgas,,"2780 Irving Blvd",Dallas,TX,75207,"United States",32.8070313,-96.8455273,"(214) 599-1332",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Texas,,Lab|Industrial,69
Airgas,,"2615 Joe Field Rd",Dallas,TX,75229,"United States",32.8932359,-96.8894745,"(972) 620-6215",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Texas,,Lab|Industrial,70
Airgas,,"3917 Forest Ln",Garland,TX,75042,"United States",32.9095094,-96.6877625,"(972) 272-0457",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Texas,,Lab|Industrial,71
Airgas,,"3917 Forest Ln","Garland ",TX,75042,"United States",32.9095094,-96.6877625,"(800) 632-4726",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Texas,,Lab|Industrial,72
Airgas,,"300 Lavon Dr",Garland,TX,75040,"United States",32.9145997,-96.62803120000001,972-494-0494,,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Texas,,Lab|Industrial,73
Airgas,,"801 W Carrier Pkwy ","Grand Prairie",TX,75050,"United States",32.7848853,-97.0547072,"(972) 660-0520",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Texas,,Lab|Industrial,74
Airgas,,"896 S Mill St",Lewisville,TX,75057,"United States",33.036161,-96.99240999999999,"(972) 436-6586",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Texas,,Lab|Industrial,75
Airgas,,"4122 W Highway 80",Terrell,TX,75160,"United States",32.7382419,-96.32505809999999,"(972) 551-1600",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Texas,,Lab|Industrial,76
Airgas,,"1712 S McDonald St",McKinney,TX,75069,"United States",33.1784914,-96.61968379999999,"(972) 562-0622",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Texas,,Lab|Industrial,77
Airgas,,"1420 Riverside Dr","Forth Worth",TX,76111,"United States",32.7528675,-97.30421249999999,"(817) 877-5177",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Texas,,Lab|Industrial,78
Airgas,,"801 E Northside Dr","Fort Worth",TX,76102,"United States",32.7787755,-97.3389127,"(817) 877-0148",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Texas,,Lab|Industrial,79
Airgas,,"1420 Riverside Drive","Fort Worth ",TX,76111,"United States",32.7528675,-97.30421249999999,"(817) 877-5177",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Texas,,Lab|Industrial,80
Airgas,,"710 Lake Bardwell Dr",Ennis,TX,75119,"United States",32.3120383,-96.62548509999999,"(972) 875-9353",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Texas,,Lab|Industrial,81
Airgas,,"1139 Forth Worth Drive Suite A","Denton ",TX,76205,"United States",33.1919849,-97.13934499999999,"(940) 566-2363",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Texas,,Lab|Industrial,82
Airgas,,"3416 S Interstate 35 W",Alvarado,TX,76009,"United States",32.3998881,-97.219297,"(817) 790-8100 ",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Texas,,Lab|Industrial,83
Airgas,,"1750 S US Highway 287 ","Corsicana ",TX,75110,"United States",41.5501386,-105.6804201,"(903) 872-6636",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Texas,,Lab|Industrial,84
"Sigma-Aldrich Argentina",,"Av. Pueyrredón 2446",Caba,,C1119ACU,Argentina,-34.5858701,-58.39453299999999,"54 11 4556 1472",,,http://www.sigmaaldrich.com/argentina.html,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Argentina,,,Lab|Industrial|Medical,50
"Rowe Scientific PTY Ltd",,"55 Westgate Street",Wacol,QUEENSLAND,4076,Australia,-27.5897129,152.9344749,"07 3376 9411",,,http://www.rowe.com.au,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Australia,,,Lab|Industrial,70
"Rowe Scientific PTY Ltd.",,"Lot 7, 41-47 O’Sullivan Beach Rd",Lonsdale,"South Australia"," 5160",Australia,-35.1133906,138.4934762,"08 8186 0523",,,http://www.rowe.com.au,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Australia,,,Lab|Industrial,71
"Bio-Strategy PTY Ltd.",,"8 – 10 Trade Park Drive",Tullamarine,VICTORIA,3043,Australia,-37.6948231,144.8733416,"1800 00 84 53",,,http://www.bio-strategy.com.au,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Australia,,,Lab|Industrial,73
"Bio-Strategy PTY Ltd.",,"60 Enterprise Place, Level 1, Unit 1a",Tingalpa,Queensland,4173,Australia,-27.473266,153.1131068,"1800 00 84 53",,,http://www.bio-strategy.com.au,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Australia,,,Lab|Industrial,78
"Rowe Scientific PTY Ltd.",,"42 Green Street, Unit 2",Doveton,"VICTORIA & TASMANIA",3177,Australia,-37.9986108,145.229478,"03 9701 7077",,,http://www.rowe.com.au,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Australia,,,Lab|Industrial,1
"Rowe Scientific PTY Ltd.",,"11 Challenge Boulevard",Wangara,"WESTERN AUSTRALIA",6065,Australia,-31.7934895,115.8294038,"08 9302 1911     ",,,http://www.rowe.com.au,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Australia,,,Lab|Industrial,2
"Rowe Scientific PTY Ltd.",,"12 Essex Street, Unit 1",Minto,"NEW SOUTH WALES",2566,Australia,-34.0206295,150.8428099,"02 9603 1205",,,http://www.rowe.com.au,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Australia,,,Lab|Industrial,3
"Sigma-Aldrich Handels",,,Vienna,,1010,Austria,48.2082647,16.3739206,"43 1 605 8110",,,http://www.sigmaaldrich.com/austria/about-us/austria-standort-wien.html,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Austria,,,Lab|Industrial,4
"Ports International",,"40 Airport Industrial Park PO Box SS 6297",Nassau,,00000,Bahamas,25.050196,-77.4840759,"242 377 1771    ",,,http://www.portsintl.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Bahamas,,,Medical,5
"Carbo Sprl-Bvba Rue FR.",,"Vander Elststraat 94 B-1950",Kraainem,,1950,Belgium,50.8375254,4.4681923,32-2-7843034,,,http://www.carbo.be,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Belgium,,,Lab,5
"Compania Tecnica y Comercial SRL",,,"La Paz",,2314,Bolivia,-16.489689,-68.11929359999999,"591 2 243 4335 ",,,http://www.sigmaaldrich.com/us-export.html,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Bolivia,,,Lab,8
"Rhema Scientific Inc. ",,"Dealer Exports to Country from USA",Muscat,,,Oman,23.625677,58.309283,(845)269-8698,,,http://www.rhemascientific.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Oman,,,Lab|Medical,9
"Sigma-Aldrich Pte. Ltd",,"2 Science Park Drive",Singapore,,018956,Singapore,1.2909588,103.784604,"65 6779 1200",,,http://www.sigmaaldrich.com/singapore.html,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Singapore,,,Lab,1
"Alconox Canada ",,"5-469 Hardy Road",Brantford,ON,"N3T 1L8",Canada,43.1595644,-80.33213310000001,519-756-0909,,,http://www.alconoxcanada.ca,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Canada,,,Lab,2
"Alconox Canada",,"3361 Griffith Blvd ","St. Laurent",QC,"H4T 1W5",Canada,45.48945579999999,-73.6950336,514-739-0233,,,https://www.alconoxcanada.ca,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Canada,,,Lab,3
"Caledon Laboratories Ltd.",,"40 Armstrong Avenue",Georgetown,ON,"L7G 4R9",Canada,43.6557098,-79.9004224,905-877-0101,,,http://www.caledonlabs.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Canada,,,Lab,4
"Canadian Pipe Supply",,"65 Enterprise Rd",Rexdale,ON,"M9W 1C4",Canada,43.6966833,-79.570792,416-244-6476,,,http://www.canpipe.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Canada,,,Lab,5
"ERE, Inc.",,"8529 Lafrenaie",Montreal,QC,"H1P 2B3",Canada,45.59940539999999,-73.58808420000001,514-326-8852,,,http://www.ereinc.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Canada,,,Lab,3
"Fisher Scientific Central Purchasing Department",,"112 Colonnade Rd",Ottowa,ON,"K2E 0A5",Canada,45.3457076,-75.7038881,301-323-9232,,,http://www.fishersci.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Canada,Ontario,,Lab|Industrial|Medical,31
"Prolab Scientific",,"2213 LE Chatelier St",Laval,QC,"H7L 5B3",Canada,45.58556410000001,-73.76289539999999,450-682-5118,,,http://www.prolabscientific.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Canada,,,Lab,35
"SCP Science",,"21800 Clark Graham","St. Laurent",QC,"H4R 2E9",Canada,45.4159726,-73.92946959999999,514-337-6700,,,http://www.scpscience.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Canada,,,Lab,38
"Jade Scientific Inc",,,Montreal,QB,"H3V 1H6",Canada,45.4916764,-73.6177082,888-207-3775,,,http://www.jadesci.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Canada,,,Lab,0
"VWR International (Avantor)",,"8567 Chemin","DaltonVille Mont-Royal",QC,"H4T 1V5",Canada,45.4881773,-73.6826164,1-800-932-5000,,,http://www.ca.vwr.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Canada,,,Lab|Industrial,12
"VWR International",,"2360 Argentia Road",Mississauga,ON,"L5N 5Z7",Canada,43.5986835,-79.7513652,1-800-932-5000,,,http://www.ca.vwr.com,,1,,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Canada,,,Lab|Industrial,13
"VWR  International",,"2103 64th Ave",Edmonton,AB,"T6P 1Z4",Canada,53.50000559999999,-113.3759808,1-800-932-5000,,,http://www.ca.vwr.com,,1,,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Canada,,,Lab|Industrial,0
"Canadian Lab Products",,"18 Strathern Avenue, Unit 7B South Bldg.",Brampton,ON,"L6T 4X9",Canada,43.694781,-79.698425,"905-556-0700 ",,,http://www.canadalab.ca,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Canada,Ontario,,Lab|Industrial,15
"Comercial y Asesora Internacinal Sagu Ltda",,"Apoquindo 5555- Officina 712 ","Las Condes","Santiago de Chile",758-0012,Chile,-33.4103191,-70.5714507,56-2-426-0444,,,http://www.saguchile.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",,,,Lab|Industrial,12
"Shanghai Kunbond Chemical Co",,"No. 1818 Yecheng Rd","Jiading Qu Industrial Zone",Shanghai,200135,China,31.355391,121.226939,0086-21-58528856,,,http://www.KUNBOND.COM,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",China,,,Lab|Industrial,80
"Medimalco S.A.S.",,"Carrera 7C Nº 146-93 oficinas 203 y 204",Bogotá,Bogotá,110111,Colombia,4.5904123,-74.0796864,"(57)(1) 6140400 ",,,http://www.medimalco.com.co,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Colombia,,,Lab|Medical,2
"Vimat S.A",,"75 m Oeste de la Capilla de Bello Horizonte ",Escazu,"San Jose",10201,"Costa Rica",9.9189595,-84.1263623,,,,http://www.vimat.net,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","Costa Rica",,,Lab|Medical,3
"B.A. Leon Ltd.",,"#10 P.O.Box 112","Kaya Panacea",Willemstad,00000,Curaçao,12.110311,-68.90041889999999,599-946-59220,,,https://www.carib-online.net,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Curacao,,,Lab|Medical,3
"Crataegus Ltd.",,"33 Theklas Lyssiotou Str",Limassol,,51418,Cyprus,34.7071301,33.0226174,357-25-578730,,,https://www.cytanet.com.cy,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Cyprus,,,Lab|Industrial,5
"Sigma-Aldrich Prague",,,Prague,Czechia,14000,"Czech Republic",50.0517239,14.430839,"420 246 003 200",,,https://www.sigmaaldrich.com/czech-republic.html,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","Czech Republic",,,Lab,5
"Sigma-Aldrich Denmark A/S",,,Copenhagen,Copenhagen,1050,Denmark,55.6760968,12.5683372,"45 43 565900",,,,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Denmark,,,Lab,6
"Sigma-Aldrich Corp.",,,Toluca,"State of Mexico",50010,Mexico,19.3306489,-99.639703,"52 722 276 1699 ",,,https://www.sigmaaldrich.com/us-export.html,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Mexico,,,Lab,7
"Sigma Aldrich Espectrocrom Cia Ltda",,,Quito,Quito,170102,Ecuador,-0.1399306,-78.4945237,"593 2 379995",,,http://www.espectrocrom.com,,1,,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Ecuador,,,Lab,9
"Sigma Aldrich Elicrom Cia Ltda",,,Guayaquil,Guayaquil,090101,Ecuador,-2.2158082,-79.8884819,"593 4 228 2007",,,"http:// www.elicrom.com",,1,,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM",Ecuador,,,Lab,10
